,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
627,627,4,employee,,18.0,no,normal,2,11.0,5.0,,,3,condominium,10.0,Selangor,,4626.0,903774.0,18121.0,Accept,8
628,628,4,employee,,23.0,yes,normal,2,11.0,5.0,3.0,,1,condominium,10.0,Selangor,,8375.0,1319488.0,18381.0,Accept,9
629,629,4,employee,,22.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,10342.0,1030112.0,,Accept,6
630,630,4,employee,174606.0,23.0,yes,normal,2,,5.0,3.0,,2,condominium,10.0,Selangor,3.0,,1329843.0,12645.0,Accept,6
631,631,4,employee,,11.0,no,normal,2,11.0,5.0,,3.0,2,condominium,10.0,Selangor,3.0,8120.0,,7595.0,Reject,6
632,632,4,employee,,12.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,,Selangor,2.0,5355.0,,,Accept,7
633,633,4,employee,325522.0,12.0,no,gold,2,11.0,,3.0,3.0,2,condominium,10.0,Selangor,2.0,3690.0,1317165.0,,Accept,9
634,634,4,employee,,15.0,yes,gold,2,11.0,,3.0,3.0,3,condominium,10.0,Selangor,1.0,,1310838.0,,Accept,6
635,635,4,employee,303442.0,16.0,no,gold,2,11.0,5.0,,3.0,1,condominium,10.0,Selangor,1.0,8816.0,1342002.0,,Accept,6
636,636,4,employee,466117.0,,yes,gold,2,,5.0,3.0,,3,condominium,,Selangor,2.0,10902.0,613608.0,14541.0,Reject,9
637,637,4,employee,739671.0,,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,,Selangor,,6587.0,,,Accept,9
638,638,4,employee,158951.0,23.0,yes,normal,2,11.0,5.0,,3.0,3,condominium,10.0,Selangor,2.0,10347.0,1189591.0,9621.0,Accept,7
639,639,4,employee,768227.0,,no,normal,2,11.0,5.0,3.0,,3,condominium,10.0,Selangor,1.0,7841.0,739375.0,,Accept,6
640,640,4,employee,126466.0,14.0,yes,normal,2,,,3.0,3.0,1,condominium,,Selangor,,8067.0,1234236.0,,Accept,6
641,641,4,employee,622209.0,13.0,no,normal,2,,5.0,,3.0,3,condominium,10.0,Selangor,1.0,6615.0,1253154.0,,Reject,7
642,642,4,employee,528103.0,,yes,gold,2,11.0,5.0,,3.0,1,condominium,,Selangor,2.0,8214.0,1087889.0,,Accept,6
643,643,4,employee,390155.0,20.0,no,gold,2,,5.0,3.0,3.0,3,condominium,10.0,Selangor,1.0,4343.0,595413.0,13922.0,Reject,9
644,644,4,employee,113707.0,,yes,normal,2,,,3.0,,1,condominium,10.0,Selangor,1.0,3851.0,541604.0,17967.0,Accept,6
645,645,4,employee,757294.0,19.0,no,normal,2,11.0,5.0,3.0,,1,,10.0,Selangor,,10247.0,1281373.0,,Accept,7
646,646,4,employee,662723.0,15.0,yes,gold,2,11.0,,,,2,condominium,10.0,Selangor,3.0,11249.0,,12354.0,Reject,6
647,647,4,employee,545674.0,13.0,no,normal,2,,,,3.0,1,condominium,10.0,Selangor,2.0,5620.0,604906.0,,Accept,7
648,648,4,employee,724673.0,14.0,yes,gold,2,11.0,,3.0,3.0,1,condominium,10.0,Selangor,2.0,7163.0,782086.0,,Accept,8
649,649,4,employee,,23.0,no,normal,2,11.0,5.0,3.0,3.0,2,condominium,,Selangor,3.0,,659481.0,,Accept,7
650,650,4,employee,482458.0,13.0,yes,normal,2,11.0,,,3.0,1,condominium,10.0,Selangor,1.0,12261.0,555916.0,7749.0,Accept,7
651,651,4,employee,307783.0,14.0,no,platinum,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,9956.0,,,Accept,7
652,652,4,employee,718250.0,20.0,yes,gold,2,,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,9493.0,841883.0,15408.0,Reject,6
653,653,4,employee,,10.0,no,normal,2,11.0,,3.0,3.0,1,condominium,10.0,Selangor,1.0,6076.0,792275.0,12516.0,Accept,9
654,654,4,employee,418743.0,16.0,yes,normal,2,11.0,,,,3,condominium,,Selangor,3.0,8833.0,458970.0,14283.0,Accept,8
655,655,4,employee,,20.0,no,normal,2,,,,,3,condominium,,Selangor,1.0,7582.0,519139.0,9378.0,Accept,8
656,656,4,employee,158830.0,12.0,yes,gold,2,,5.0,3.0,,3,condominium,10.0,Selangor,3.0,,779708.0,,Accept,8
657,657,4,employee,,22.0,no,normal,2,,5.0,,3.0,2,condominium,10.0,Selangor,2.0,9878.0,992639.0,13141.0,Accept,7
658,658,4,employee,186962.0,,yes,gold,2,11.0,,3.0,,1,condominium,10.0,Selangor,1.0,9052.0,818928.0,14496.0,Accept,8
659,659,4,employee,752211.0,19.0,no,normal,2,11.0,5.0,,3.0,1,,10.0,Selangor,,8381.0,1252615.0,14170.0,Accept,9
660,660,4,employee,181808.0,,yes,normal,2,,5.0,3.0,3.0,1,condominium,10.0,Selangor,3.0,12014.0,1243171.0,16992.0,Accept,9
661,661,4,employee,640073.0,12.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,2.0,4453.0,1142989.0,9588.0,Accept,6
662,662,4,employee,281381.0,23.0,yes,normal,2,,5.0,,3.0,1,condominium,10.0,Selangor,3.0,12132.0,1435664.0,,Accept,8
663,663,4,employee,,,no,gold,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,3740.0,,18158.0,Reject,7
664,664,4,employee,,12.0,yes,normal,2,,5.0,3.0,3.0,1,,10.0,Selangor,2.0,,1416719.0,13128.0,Accept,6
665,665,4,employee,588891.0,21.0,no,normal,2,11.0,5.0,3.0,,2,condominium,10.0,Selangor,1.0,,,11753.0,Accept,9
666,666,4,employee,641364.0,17.0,yes,normal,2,,5.0,3.0,3.0,2,condominium,10.0,Selangor,,10755.0,1295815.0,8201.0,Accept,6
667,667,4,employee,124163.0,11.0,no,normal,2,11.0,5.0,3.0,,3,,,Selangor,2.0,,1200841.0,,Accept,8
668,668,4,employee,230698.0,,yes,normal,2,11.0,5.0,3.0,3.0,2,condominium,,Selangor,3.0,7725.0,1083607.0,,Accept,8
669,669,4,employee,116437.0,,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Selangor,1.0,8539.0,1072765.0,13722.0,Accept,8
670,670,4,employee,275773.0,12.0,yes,normal,2,11.0,5.0,3.0,3.0,3,condominium,,Selangor,2.0,6023.0,600262.0,,Accept,7
671,671,4,employee,455895.0,15.0,no,normal,2,,5.0,3.0,,3,condominium,10.0,Selangor,3.0,8797.0,421344.0,13321.0,Accept,7
672,672,4,employee,759235.0,24.0,yes,gold,2,,5.0,3.0,3.0,2,condominium,10.0,Selangor,2.0,4004.0,431456.0,,Accept,8
673,673,4,employee,184394.0,17.0,no,gold,2,,5.0,,3.0,2,condominium,10.0,Selangor,1.0,10899.0,752183.0,15088.0,Accept,9
674,674,4,employee,,19.0,yes,normal,2,11.0,5.0,3.0,3.0,3,condominium,,Selangor,3.0,9025.0,506801.0,,Accept,7
675,675,4,employee,576752.0,13.0,no,normal,2,,5.0,3.0,,1,condominium,10.0,Selangor,1.0,8230.0,627257.0,16750.0,Accept,9
676,676,4,employee,,24.0,yes,normal,2,,5.0,,3.0,3,condominium,10.0,Selangor,1.0,,511901.0,8057.0,Reject,7
677,677,4,employee,193519.0,11.0,no,,2,11.0,,3.0,3.0,3,condominium,10.0,Selangor,1.0,,1248725.0,15827.0,Accept,7
678,678,4,employee,,10.0,yes,,2,,5.0,3.0,3.0,2,condominium,,Selangor,2.0,5736.0,1265338.0,15414.0,Accept,7
679,679,4,employee,642934.0,22.0,no,gold,2,11.0,5.0,,3.0,3,condominium,10.0,Selangor,1.0,5417.0,1261763.0,8687.0,Accept,8
680,680,4,employee,626874.0,23.0,yes,platinum,2,11.0,,3.0,,3,condominium,10.0,Kuala Lumpur,,8302.0,,,Reject,8
681,681,4,employee,382808.0,22.0,no,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,4964.0,901445.0,16887.0,Accept,6
682,682,4,employee,,15.0,yes,gold,2,11.0,,3.0,,3,condominium,10.0,Kuala Lumpur,,4456.0,555742.0,19295.0,Accept,8
683,683,4,employee,,10.0,no,gold,2,11.0,5.0,3.0,,2,condominium,,Kuala Lumpur,1.0,12513.0,1306813.0,,Accept,6
684,684,4,employee,273102.0,11.0,yes,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,,5779.0,960559.0,,Accept,7
685,685,4,employee,,10.0,no,normal,2,11.0,5.0,,3.0,3,condominium,10.0,Kuala Lumpur,,5582.0,1316906.0,,Accept,7
686,686,4,employee,478099.0,19.0,yes,normal,2,11.0,5.0,3.0,3.0,2,,10.0,Kuala Lumpur,2.0,3946.0,1048240.0,14815.0,Accept,8
687,687,4,employee,606341.0,17.0,no,normal,2,,5.0,,3.0,1,condominium,10.0,Kuala Lumpur,,,708910.0,,Accept,8
688,688,4,employee,629996.0,24.0,yes,gold,2,11.0,5.0,,3.0,2,condominium,,Kuala Lumpur,,12245.0,462597.0,,Reject,8
689,689,4,employee,194781.0,11.0,no,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,,,1060182.0,,Reject,9
690,690,4,employee,698049.0,12.0,yes,normal,2,11.0,5.0,3.0,,2,,10.0,Kuala Lumpur,,,,8674.0,Accept,7
691,691,4,employee,798549.0,22.0,no,platinum,2,11.0,,,3.0,2,condominium,10.0,Kuala Lumpur,,8974.0,673946.0,11371.0,Accept,8
692,692,4,employee,596816.0,20.0,yes,normal,2,11.0,,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,7241.0,,7587.0,Accept,9
693,693,4,employee,198093.0,,no,normal,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,,4344.0,817300.0,17362.0,Reject,7
694,694,4,employee,394827.0,13.0,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,,1334156.0,,Accept,8
695,695,4,employee,,,no,gold,2,11.0,5.0,3.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,6427.0,1114332.0,16751.0,Accept,6
696,696,4,employee,656740.0,,yes,normal,2,11.0,5.0,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,4693.0,1042157.0,15534.0,Accept,6
697,697,4,employee,771770.0,17.0,no,,2,11.0,5.0,3.0,,2,condominium,10.0,Kuala Lumpur,1.0,11433.0,508500.0,17103.0,Accept,6
698,698,4,employee,550668.0,24.0,yes,normal,2,11.0,,3.0,3.0,1,condominium,10.0,Kuala Lumpur,2.0,6090.0,1367194.0,,Accept,6
699,699,4,employee,181127.0,16.0,no,normal,2,11.0,,,,2,condominium,,Kuala Lumpur,2.0,4675.0,1360757.0,,Accept,9
700,700,6,employee,352969.0,19.0,yes,normal,2,,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,8337.0,1344679.0,19064.0,Accept,9
701,701,6,employee,193485.0,,no,normal,2,,4.0,,,1,condominium,10.0,Kuala Lumpur,3.0,8938.0,1312040.0,12877.0,Accept,9
702,702,6,employee,,,yes,normal,2,,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,1.0,,,,Accept,8
703,703,6,employee,481879.0,,no,platinum,2,,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,1.0,,,,Reject,6
704,704,6,employee,649792.0,12.0,yes,platinum,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,,,1186048.0,10961.0,Reject,6
705,705,6,employee,784320.0,17.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,8308.0,1237389.0,,Accept,6
706,706,6,employee,392487.0,20.0,yes,,2,12.0,,2.0,,2,condominium,10.0,Kuala Lumpur,,12187.0,1076827.0,16494.0,Accept,8
707,707,6,employee,319486.0,15.0,no,gold,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,2.0,4548.0,1281808.0,11003.0,Accept,8
708,708,6,employee,262829.0,16.0,yes,normal,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,6904.0,,,Accept,7
709,709,6,employee,567578.0,23.0,no,normal,2,,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,3.0,,1295481.0,,Reject,9
710,710,6,employee,,13.0,yes,normal,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,,,986496.0,,Accept,8
711,711,6,employee,794029.0,11.0,no,normal,2,12.0,,2.0,3.0,2,condominium,10.0,Kuala Lumpur,2.0,10328.0,1161224.0,18360.0,Accept,7
712,712,6,employee,,14.0,yes,normal,2,,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,9009.0,1156049.0,17459.0,Reject,9
713,713,6,employee,,15.0,no,normal,2,,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,,1174842.0,,Reject,8
714,714,6,employee,342691.0,,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,1348551.0,19118.0,Reject,9
715,715,6,employee,597047.0,16.0,no,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,867715.0,,Accept,9
716,716,6,employee,790337.0,13.0,yes,normal,2,12.0,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,2.0,,1121604.0,,Accept,9
717,717,6,employee,303147.0,12.0,no,,2,12.0,,2.0,,1,,10.0,Kuala Lumpur,3.0,10479.0,1015128.0,15100.0,Accept,8
718,718,6,employee,,,yes,gold,2,12.0,4.0,2.0,3.0,3,condominium,,Kuala Lumpur,,6749.0,699890.0,9430.0,Accept,8
719,719,6,employee,241560.0,17.0,no,normal,2,12.0,,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,660307.0,19554.0,Reject,9
720,720,6,employee,501093.0,22.0,yes,platinum,2,12.0,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,2.0,,675616.0,,Accept,7
721,721,6,employee,,13.0,no,gold,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,,10202.0,1093779.0,18521.0,Accept,6
722,722,6,employee,387842.0,,yes,normal,2,12.0,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,3.0,3969.0,1057396.0,7961.0,Accept,7
723,723,6,employee,193662.0,19.0,no,gold,2,,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,,5027.0,,9929.0,Accept,7
724,724,6,employee,553959.0,22.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,11391.0,1235688.0,9802.0,Accept,9
725,725,6,employee,,15.0,no,gold,2,12.0,,,3.0,1,condominium,10.0,Kuala Lumpur,2.0,8621.0,644625.0,9474.0,Accept,7
726,726,6,employee,378309.0,15.0,yes,gold,2,12.0,4.0,,,2,condominium,10.0,Kuala Lumpur,1.0,5536.0,1194764.0,,Accept,6
727,727,6,employee,,21.0,no,gold,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,5768.0,1239117.0,14473.0,Accept,7
728,728,6,employee,540418.0,,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,4470.0,1129601.0,,Accept,9
729,729,6,employee,633691.0,17.0,no,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,2.0,8235.0,679806.0,15835.0,Accept,8
730,730,6,employee,173002.0,15.0,yes,normal,2,12.0,,,3.0,2,condominium,10.0,Kuala Lumpur,,,935944.0,9824.0,Accept,6
731,731,6,employee,477653.0,19.0,no,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,6564.0,981908.0,,Reject,9
732,732,6,employee,,14.0,yes,platinum,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,,,15691.0,Accept,6
733,733,6,employee,100837.0,21.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,,Kuala Lumpur,3.0,4844.0,876740.0,12731.0,Reject,6
734,734,6,employee,512246.0,18.0,yes,normal,2,,,,,1,condominium,10.0,Kuala Lumpur,1.0,5184.0,1346080.0,9524.0,Accept,6
735,735,6,employee,260794.0,16.0,no,normal,2,,,,3.0,3,condominium,10.0,Kuala Lumpur,2.0,8909.0,,,Accept,7
736,736,6,employee,301909.0,14.0,yes,gold,2,12.0,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,2.0,4268.0,715112.0,11533.0,Accept,8
737,737,6,employee,105876.0,16.0,no,gold,2,12.0,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,,11070.0,851848.0,9436.0,Accept,6
738,738,6,employee,474268.0,10.0,yes,normal,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,1.0,9883.0,1161619.0,,Accept,7
739,739,6,employee,532050.0,22.0,no,normal,2,12.0,4.0,,3.0,1,condominium,,Kuala Lumpur,2.0,,879381.0,11407.0,Reject,8
740,740,6,employee,,,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,6544.0,757700.0,12954.0,Reject,9
741,741,6,employee,699890.0,18.0,no,normal,2,12.0,4.0,,3.0,3,,10.0,Kuala Lumpur,,11757.0,948346.0,14917.0,Accept,9
742,742,6,employee,525276.0,17.0,yes,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,,991818.0,13501.0,Reject,7
743,743,6,employee,289302.0,20.0,no,gold,2,12.0,4.0,2.0,3.0,1,condominium,,Kuala Lumpur,3.0,3606.0,915964.0,,Accept,7
744,744,6,employee,763190.0,,yes,normal,2,12.0,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,3.0,10307.0,1426668.0,12198.0,Accept,8
745,745,6,employee,215773.0,19.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,11567.0,857062.0,15472.0,Reject,6
746,746,6,employee,,22.0,yes,normal,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,12543.0,1041400.0,15092.0,Reject,6
747,747,6,employee,,17.0,no,normal,2,12.0,,,3.0,3,condominium,10.0,Kuala Lumpur,1.0,4726.0,915568.0,16243.0,Accept,6
748,748,6,employee,420489.0,13.0,yes,normal,2,12.0,4.0,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,10431.0,847561.0,8436.0,Accept,6
749,749,6,employee,,12.0,no,normal,2,12.0,,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,,1136724.0,18015.0,Accept,9
750,750,6,employee,156946.0,15.0,yes,platinum,2,12.0,,2.0,,1,condominium,10.0,Kuala Lumpur,,7438.0,488177.0,,Accept,7
751,751,6,employee,158840.0,17.0,no,normal,2,,,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,12432.0,604652.0,19054.0,Reject,9
752,752,6,employee,298701.0,21.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,,Kuala Lumpur,,,662611.0,7625.0,Accept,6
753,753,6,employee,655565.0,22.0,no,gold,2,12.0,4.0,,,3,condominium,10.0,Kuala Lumpur,1.0,7933.0,862042.0,12048.0,Reject,7
754,754,6,employee,,20.0,yes,normal,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,,1238699.0,17650.0,Accept,7
755,755,6,employee,125416.0,12.0,no,normal,2,,,2.0,,3,condominium,10.0,Kuala Lumpur,2.0,8474.0,903003.0,9323.0,Reject,9
756,756,6,employee,221509.0,14.0,yes,normal,2,12.0,4.0,2.0,3.0,2,,10.0,Kuala Lumpur,3.0,10902.0,,14631.0,Accept,7
757,757,6,employee,,10.0,no,,2,12.0,4.0,,3.0,2,condominium,,Kuala Lumpur,3.0,,511073.0,,Accept,6
758,758,6,employee,,22.0,yes,,2,,,2.0,3.0,1,condominium,,Kuala Lumpur,1.0,5826.0,1057718.0,15706.0,Accept,6
759,759,6,employee,700606.0,11.0,no,gold,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,6898.0,1363624.0,15061.0,Reject,9
760,760,6,employee,390924.0,23.0,yes,normal,2,12.0,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,2.0,7803.0,1268379.0,,Reject,8
761,761,6,employee,452345.0,10.0,no,,2,12.0,,,,1,,10.0,Kuala Lumpur,3.0,,1347706.0,,Accept,8
762,762,6,employee,361516.0,22.0,yes,normal,2,,4.0,,3.0,3,condominium,10.0,Kuala Lumpur,3.0,3833.0,1186678.0,13147.0,Accept,7
763,763,6,employee,438432.0,17.0,no,gold,2,12.0,,2.0,3.0,2,condominium,10.0,Kuala Lumpur,,,1427823.0,,Accept,6
764,764,6,employee,,13.0,yes,normal,2,,4.0,,,3,condominium,10.0,Kuala Lumpur,,8729.0,889001.0,15146.0,Accept,7
765,765,6,employee,198318.0,10.0,no,gold,2,12.0,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,1.0,11262.0,1011662.0,8031.0,Accept,8
766,766,6,employee,,13.0,yes,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,,6090.0,754040.0,16103.0,Reject,8
767,767,6,employee,504150.0,11.0,no,normal,2,12.0,4.0,2.0,3.0,3,condominium,10.0,Kuala Lumpur,1.0,6979.0,1238460.0,,Accept,9
768,768,6,employee,144243.0,15.0,yes,normal,2,,,,,3,condominium,,Kuala Lumpur,1.0,11948.0,1372157.0,,Reject,7
769,769,6,employee,553680.0,,no,normal,2,12.0,4.0,2.0,,1,condominium,10.0,Kuala Lumpur,2.0,6538.0,,,Accept,6
770,770,6,employee,785339.0,20.0,yes,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,1.0,7936.0,1427012.0,7658.0,Reject,7
771,771,6,employee,644003.0,19.0,no,normal,2,12.0,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,1.0,6300.0,1333917.0,,Accept,9
772,772,6,employee,,11.0,yes,normal,2,12.0,4.0,,,1,,10.0,Kuala Lumpur,1.0,5562.0,1173074.0,,Accept,8
773,773,6,employee,136609.0,22.0,no,normal,2,12.0,4.0,2.0,,2,condominium,10.0,Kuala Lumpur,,,454679.0,11878.0,Accept,7
774,774,6,employee,664414.0,19.0,yes,normal,2,,4.0,2.0,,3,condominium,10.0,Kuala Lumpur,3.0,9644.0,1363753.0,9730.0,Reject,7
775,775,6,employee,270008.0,,no,,2,12.0,4.0,,3.0,2,condominium,10.0,Kuala Lumpur,1.0,8816.0,758726.0,,Accept,8
776,776,6,employee,,12.0,yes,normal,2,,4.0,,3.0,1,condominium,10.0,Kuala Lumpur,1.0,11804.0,750892.0,15893.0,Reject,8
777,777,6,employee,,17.0,no,normal,2,12.0,4.0,2.0,3.0,1,condominium,10.0,Kuala Lumpur,3.0,4067.0,989856.0,,Accept,9
778,778,6,employee,334085.0,15.0,yes,normal,2,12.0,,2.0,3.0,2,condominium,10.0,Kuala Lumpur,3.0,8683.0,842194.0,,Reject,6
779,779,6,employee,,,no,normal,2,,4.0,,,1,condominium,10.0,Kuala Lumpur,3.0,5784.0,547859.0,10476.0,Accept,6
780,780,6,employee,,,yes,gold,2,12.0,4.0,,3.0,3,bungalow,10.0,Kuala Lumpur,1.0,,979148.0,,Accept,6
781,781,6,employee,420976.0,,no,normal,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,5822.0,425298.0,,Accept,9
782,782,6,employee,496233.0,,yes,gold,2,,4.0,2.0,3.0,2,bungalow,,Kuala Lumpur,,3650.0,917494.0,18625.0,Accept,8
783,783,6,employee,,23.0,no,normal,2,,4.0,2.0,3.0,2,,10.0,Kuala Lumpur,1.0,,,15469.0,Accept,8
784,784,6,employee,623116.0,,yes,normal,2,,4.0,,3.0,2,bungalow,,Kuala Lumpur,2.0,,501903.0,7693.0,Accept,7
785,785,6,employee,647038.0,21.0,no,,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,,10943.0,694911.0,16698.0,Accept,6
786,786,6,employee,509978.0,16.0,yes,normal,2,12.0,4.0,,3.0,1,bungalow,,Kuala Lumpur,2.0,11169.0,688426.0,9975.0,Accept,9
787,787,6,employee,233440.0,22.0,no,gold,2,12.0,,,3.0,1,bungalow,10.0,Kuala Lumpur,3.0,,1370329.0,,Reject,8
788,788,6,employee,369172.0,10.0,yes,normal,2,,,,3.0,3,bungalow,10.0,Kuala Lumpur,3.0,10486.0,,,Accept,9
789,789,6,employee,580096.0,22.0,no,gold,2,12.0,4.0,,,1,bungalow,10.0,Kuala Lumpur,3.0,10949.0,669336.0,10347.0,Accept,7
790,790,6,employee,211122.0,,yes,normal,2,,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,,10818.0,1055678.0,19808.0,Accept,9
791,791,6,employee,596721.0,16.0,no,,2,12.0,4.0,,3.0,1,bungalow,10.0,Kuala Lumpur,,5148.0,461466.0,11922.0,Reject,9
792,792,6,employee,570653.0,24.0,yes,normal,2,12.0,,2.0,3.0,2,bungalow,,Kuala Lumpur,1.0,8033.0,,,Accept,8
793,793,6,employee,155541.0,12.0,no,,2,12.0,4.0,2.0,3.0,1,bungalow,,Kuala Lumpur,2.0,8157.0,651013.0,10024.0,Reject,8
794,794,6,employee,,17.0,yes,gold,2,12.0,4.0,2.0,3.0,2,bungalow,10.0,Kuala Lumpur,,,885727.0,,Accept,9
795,795,6,employee,,12.0,no,gold,2,12.0,4.0,,3.0,3,bungalow,10.0,Kuala Lumpur,,8714.0,710002.0,,Reject,9
796,796,6,employee,519789.0,,yes,normal,2,12.0,4.0,,3.0,2,bungalow,10.0,Kuala Lumpur,,12104.0,1088198.0,,Reject,7
797,797,6,employee,715324.0,17.0,no,gold,2,12.0,4.0,2.0,3.0,3,bungalow,10.0,Kuala Lumpur,2.0,3720.0,1185853.0,,Accept,8
798,798,6,employee,,14.0,yes,normal,2,12.0,4.0,2.0,,2,bungalow,10.0,Kuala Lumpur,,4109.0,588205.0,,Reject,9
799,799,6,employee,627141.0,16.0,no,platinum,2,12.0,4.0,,3.0,2,bungalow,10.0,Kuala Lumpur,1.0,,,,Accept,9
800,800,5,employee,739872.0,17.0,yes,normal,2,,4.0,2.0,1.0,3,bungalow,13.0,Kuala Lumpur,2.0,,,,Accept,9
801,801,5,employee,,,no,normal,2,,4.0,,1.0,3,bungalow,13.0,Kuala Lumpur,3.0,,691730.0,9635.0,Accept,6
802,802,5,employee,,10.0,yes,normal,2,,4.0,2.0,1.0,2,bungalow,13.0,Kuala Lumpur,,6999.0,899895.0,11954.0,Reject,8
803,803,5,employee,694633.0,14.0,no,gold,2,13.0,4.0,2.0,,2,bungalow,,Kuala Lumpur,2.0,5779.0,729084.0,19933.0,Accept,8
804,804,5,employee,189685.0,,yes,gold,2,13.0,4.0,2.0,,3,,,Kuala Lumpur,2.0,6340.0,1432685.0,16481.0,Reject,8
805,805,5,employee,720606.0,22.0,no,,2,13.0,,2.0,1.0,3,bungalow,13.0,Kuala Lumpur,2.0,5709.0,825753.0,19973.0,Reject,9
806,806,5,employee,,18.0,yes,platinum,2,13.0,4.0,2.0,1.0,3,bungalow,13.0,Kuala Lumpur,2.0,,,7988.0,Accept,9
807,807,5,employee,729488.0,23.0,no,normal,2,13.0,4.0,2.0,1.0,1,bungalow,13.0,Kuala Lumpur,2.0,3919.0,,11038.0,Accept,9
